Unnamed: 0,id,date,country,store,product,num_sold
542,542,2010-01-07,Canada,Discount Stickers,Kaggle Tiers,580.0
543,543,2010-01-07,Canada,Discount Stickers,Kerneler,312.0
544,544,2010-01-07,Canada,Discount Stickers,Kerneler Dark Mode,357.0
545,545,2010-01-07,Canada,Stickers for Less,Holographic Goose,
546,546,2010-01-07,Canada,Stickers for Less,Kaggle,1237.0
547,547,2010-01-07,Canada,Stickers for Less,Kaggle Tiers,1319.0
548,548,2010-01-07,Canada,Stickers for Less,Kerneler,612.0
549,549,2010-01-07,Canada,Stickers for Less,Kerneler Dark Mode,653.0
550,550,2010-01-07,Canada,Premium Sticker Mart,Holographic Goose,240.0
551,551,2010-01-07,Canada,Premium Sticker Mart,Kaggle,1682.0
552,552,2010-01-07,Canada,Premium Sticker Mart,Kaggle Tiers,1473.0
553,553,2010-01-07,Canada,Premium Sticker Mart,Kerneler,680.0
554,554,2010-01-07,Canada,Premium Sticker Mart,Kerneler Dark Mode,911.0
555,555,2010-01-07,Finland,Discount Stickers,Holographic Goose,104.0
556,556,2010-01-07,Finland,Discount Stickers,Kaggle,695.0
557,557,2010-01-07,Finland,Discount Stickers,Kaggle Tiers,571.0
558,558,2010-01-07,Finland,Discount Stickers,Kerneler,292.0
559,559,2010-01-07,Finland,Discount Stickers,Kerneler Dark Mode,379.0
560,560,2010-01-07,Finland,Stickers for Less,Holographic Goose,198.0
561,561,2010-01-07,Finland,Stickers for Less,Kaggle,1316.0
562,562,2010-01-07,Finland,Stickers for Less,Kaggle Tiers,1143.0
563,563,2010-01-07,Finland,Stickers for Less,Kerneler,615.0
564,564,2010-01-07,Finland,Stickers for Less,Kerneler Dark Mode,742.0
565,565,2010-01-07,Finland,Premium Sticker Mart,Holographic Goose,249.0
566,566,2010-01-07,Finland,Premium Sticker Mart,Kaggle,1755.0
567,567,2010-01-07,Finland,Premium Sticker Mart,Kaggle Tiers,1251.0
568,568,2010-01-07,Finland,Premium Sticker Mart,Kerneler,742.0
569,569,2010-01-07,Finland,Premium Sticker Mart,Kerneler Dark Mode,787.0
570,570,2010-01-07,Italy,Discount Stickers,Holographic Goose,74.0
571,571,2010-01-07,Italy,Discount Stickers,Kaggle,479.0
572,572,2010-01-07,Italy,Discount Stickers,Kaggle Tiers,446.0
573,573,2010-01-07,Italy,Discount Stickers,Kerneler,223.0
574,574,2010-01-07,Italy,Discount Stickers,Kerneler Dark Mode,264.0
575,575,2010-01-07,Italy,Stickers for Less,Holographic Goose,163.0
576,576,2010-01-07,Italy,Stickers for Less,Kaggle,1027.0
577,577,2010-01-07,Italy,Stickers for Less,Kaggle Tiers,916.0
578,578,2010-01-07,Italy,Stickers for Less,Kerneler,425.0
579,579,2010-01-07,Italy,Stickers for Less,Kerneler Dark Mode,559.0
580,580,2010-01-07,Italy,Premium Sticker Mart,Holographic Goose,194.0
581,581,2010-01-07,Italy,Premium Sticker Mart,Kaggle,1319.0
582,582,2010-01-07,Italy,Premium Sticker Mart,Kaggle Tiers,1060.0
583,583,2010-01-07,Italy,Premium Sticker Mart,Kerneler,536.0
584,584,2010-01-07,Italy,Premium Sticker Mart,Kerneler Dark Mode,670.0
585,585,2010-01-07,Kenya,Discount Stickers,Holographic Goose,
586,586,2010-01-07,Kenya,Discount Stickers,Kaggle,13.0
587,587,2010-01-07,Kenya,Discount Stickers,Kaggle Tiers,11.0
588,588,2010-01-07,Kenya,Discount Stickers,Kerneler,6.0
589,589,2010-01-07,Kenya,Discount Stickers,Kerneler Dark Mode,7.0
590,590,2010-01-07,Kenya,Stickers for Less,Holographic Goose,
591,591,2010-01-07,Kenya,Stickers for Less,Kaggle,26.0
592,592,2010-01-07,Kenya,Stickers for Less,Kaggle Tiers,23.0
593,593,2010-01-07,Kenya,Stickers for Less,Kerneler,12.0
594,594,2010-01-07,Kenya,Stickers for Less,Kerneler Dark Mode,14.0
595,595,2010-01-07,Kenya,Premium Sticker Mart,Holographic Goose,
596,596,2010-01-07,Kenya,Premium Sticker Mart,Kaggle,29.0
597,597,2010-01-07,Kenya,Premium Sticker Mart,Kaggle Tiers,25.0
598,598,2010-01-07,Kenya,Premium Sticker Mart,Kerneler,14.0
599,599,2010-01-07,Kenya,Premium Sticker Mart,Kerneler Dark Mode,18.0
600,600,2010-01-07,Norway,Discount Stickers,Holographic Goose,205.0
601,601,2010-01-07,Norway,Discount Stickers,Kaggle,1172.0
602,602,2010-01-07,Norway,Discount Stickers,Kaggle Tiers,1125.0
603,603,2010-01-07,Norway,Discount Stickers,Kerneler,571.0
604,604,2010-01-07,Norway,Discount Stickers,Kerneler Dark Mode,654.0
605,605,2010-01-07,Norway,Stickers for Less,Holographic Goose,399.0
606,606,2010-01-07,Norway,Stickers for Less,Kaggle,2284.0
607,607,2010-01-07,Norway,Stickers for Less,Kaggle Tiers,2240.0
608,608,2010-01-07,Norway,Stickers for Less,Kerneler,1189.0
609,609,2010-01-07,Norway,Stickers for Less,Kerneler Dark Mode,1430.0
610,610,2010-01-07,Norway,Premium Sticker Mart,Holographic Goose,436.0
611,611,2010-01-07,Norway,Premium Sticker Mart,Kaggle,2853.0
612,612,2010-01-07,Norway,Premium Sticker Mart,Kaggle Tiers,2495.0
613,613,2010-01-07,Norway,Premium Sticker Mart,Kerneler,1429.0
614,614,2010-01-07,Norway,Premium Sticker Mart,Kerneler Dark Mode,1666.0
615,615,2010-01-07,Singapore,Discount Stickers,Holographic Goose,98.0
616,616,2010-01-07,Singapore,Discount Stickers,Kaggle,706.0
617,617,2010-01-07,Singapore,Discount Stickers,Kaggle Tiers,544.0
618,618,2010-01-07,Singapore,Discount Stickers,Kerneler,289.0
619,619,2010-01-07,Singapore,Discount Stickers,Kerneler Dark Mode,365.0
620,620,2010-01-07,Singapore,Stickers for Less,Holographic Goose,217.0
621,621,2010-01-07,Singapore,Stickers for Less,Kaggle,1394.0
622,622,2010-01-07,Singapore,Stickers for Less,Kaggle Tiers,1220.0
623,623,2010-01-07,Singapore,Stickers for Less,Kerneler,563.0
624,624,2010-01-07,Singapore,Stickers for Less,Kerneler Dark Mode,754.0
625,625,2010-01-07,Singapore,Premium Sticker Mart,Holographic Goose,260.0
626,626,2010-01-07,Singapore,Premium Sticker Mart,Kaggle,1637.0
627,627,2010-01-07,Singapore,Premium Sticker Mart,Kaggle Tiers,1408.0
628,628,2010-01-07,Singapore,Premium Sticker Mart,Kerneler,743.0
629,629,2010-01-07,Singapore,Premium Sticker Mart,Kerneler Dark Mode,811.0
630,630,2010-01-08,Canada,Discount Stickers,Holographic Goose,
631,631,2010-01-08,Canada,Discount Stickers,Kaggle,700.0
632,632,2010-01-08,Canada,Discount Stickers,Kaggle Tiers,590.0
633,633,2010-01-08,Canada,Discount Stickers,Kerneler,315.0
634,634,2010-01-08,Canada,Discount Stickers,Kerneler Dark Mode,354.0
635,635,2010-01-08,Canada,Stickers for Less,Holographic Goose,208.0
636,636,2010-01-08,Canada,Stickers for Less,Kaggle,1356.0
637,637,2010-01-08,Canada,Stickers for Less,Kaggle Tiers,1193.0
638,638,2010-01-08,Canada,Stickers for Less,Kerneler,577.0
639,639,2010-01-08,Canada,Stickers for Less,Kerneler Dark Mode,789.0
640,640,2010-01-08,Canada,Premium Sticker Mart,Holographic Goose,265.0
641,641,2010-01-08,Canada,Premium Sticker Mart,Kaggle,1733.0
642,642,2010-01-08,Canada,Premium Sticker Mart,Kaggle Tiers,1355.0
643,643,2010-01-08,Canada,Premium Sticker Mart,Kerneler,713.0
644,644,2010-01-08,Canada,Premium Sticker Mart,Kerneler Dark Mode,924.0
645,645,2010-01-08,Finland,Discount Stickers,Holographic Goose,112.0
646,646,2010-01-08,Finland,Discount Stickers,Kaggle,711.0
647,647,2010-01-08,Finland,Discount Stickers,Kaggle Tiers,629.0
648,648,2010-01-08,Finland,Discount Stickers,Kerneler,346.0
649,649,2010-01-08,Finland,Discount Stickers,Kerneler Dark Mode,392.0
650,650,2010-01-08,Finland,Stickers for Less,Holographic Goose,224.0
651,651,2010-01-08,Finland,Stickers for Less,Kaggle,1301.0
652,652,2010-01-08,Finland,Stickers for Less,Kaggle Tiers,1365.0
653,653,2010-01-08,Finland,Stickers for Less,Kerneler,629.0
654,654,2010-01-08,Finland,Stickers for Less,Kerneler Dark Mode,762.0
655,655,2010-01-08,Finland,Premium Sticker Mart,Holographic Goose,252.0
656,656,2010-01-08,Finland,Premium Sticker Mart,Kaggle,1702.0
657,657,2010-01-08,Finland,Premium Sticker Mart,Kaggle Tiers,1396.0
658,658,2010-01-08,Finland,Premium Sticker Mart,Kerneler,730.0
659,659,2010-01-08,Finland,Premium Sticker Mart,Kerneler Dark Mode,916.0
660,660,2010-01-08,Italy,Discount Stickers,Holographic Goose,87.0
661,661,2010-01-08,Italy,Discount Stickers,Kaggle,542.0
662,662,2010-01-08,Italy,Discount Stickers,Kaggle Tiers,475.0
663,663,2010-01-08,Italy,Discount Stickers,Kerneler,230.0
664,664,2010-01-08,Italy,Discount Stickers,Kerneler Dark Mode,304.0
665,665,2010-01-08,Italy,Stickers for Less,Holographic Goose,171.0
666,666,2010-01-08,Italy,Stickers for Less,Kaggle,1067.0
667,667,2010-01-08,Italy,Stickers for Less,Kaggle Tiers,997.0
668,668,2010-01-08,Italy,Stickers for Less,Kerneler,458.0
669,669,2010-01-08,Italy,Stickers for Less,Kerneler Dark Mode,644.0
670,670,2010-01-08,Italy,Premium Sticker Mart,Holographic Goose,200.0
671,671,2010-01-08,Italy,Premium Sticker Mart,Kaggle,1327.0
672,672,2010-01-08,Italy,Premium Sticker Mart,Kaggle Tiers,1134.0
673,673,2010-01-08,Italy,Premium Sticker Mart,Kerneler,621.0
674,674,2010-01-08,Italy,Premium Sticker Mart,Kerneler Dark Mode,748.0
675,675,2010-01-08,Kenya,Discount Stickers,Holographic Goose,
676,676,2010-01-08,Kenya,Discount Stickers,Kaggle,14.0
677,677,2010-01-08,Kenya,Discount Stickers,Kaggle Tiers,11.0
678,678,2010-01-08,Kenya,Discount Stickers,Kerneler,6.0
679,679,2010-01-08,Kenya,Discount Stickers,Kerneler Dark Mode,7.0
680,680,2010-01-08,Kenya,Stickers for Less,Holographic Goose,
681,681,2010-01-08,Kenya,Stickers for Less,Kaggle,28.0
682,682,2010-01-08,Kenya,Stickers for Less,Kaggle Tiers,24.0
683,683,2010-01-08,Kenya,Stickers for Less,Kerneler,12.0
684,684,2010-01-08,Kenya,Stickers for Less,Kerneler Dark Mode,14.0
685,685,2010-01-08,Kenya,Premium Sticker Mart,Holographic Goose,5.0
686,686,2010-01-08,Kenya,Premium Sticker Mart,Kaggle,32.0
687,687,2010-01-08,Kenya,Premium Sticker Mart,Kaggle Tiers,30.0
688,688,2010-01-08,Kenya,Premium Sticker Mart,Kerneler,13.0
689,689,2010-01-08,Kenya,Premium Sticker Mart,Kerneler Dark Mode,18.0
690,690,2010-01-08,Norway,Discount Stickers,Holographic Goose,200.0
691,691,2010-01-08,Norway,Discount Stickers,Kaggle,1275.0
692,692,2010-01-08,Norway,Discount Stickers,Kaggle Tiers,1148.0
693,693,2010-01-08,Norway,Discount Stickers,Kerneler,550.0
694,694,2010-01-08,Norway,Discount Stickers,Kerneler Dark Mode,596.0
695,695,2010-01-08,Norway,Stickers for Less,Holographic Goose,422.0
696,696,2010-01-08,Norway,Stickers for Less,Kaggle,2424.0
697,697,2010-01-08,Norway,Stickers for Less,Kaggle Tiers,2300.0
698,698,2010-01-08,Norway,Stickers for Less,Kerneler,1037.0
699,699,2010-01-08,Norway,Stickers for Less,Kerneler Dark Mode,1304.0
700,700,2010-01-08,Norway,Premium Sticker Mart,Holographic Goose,482.0
701,701,2010-01-08,Norway,Premium Sticker Mart,Kaggle,2966.0
702,702,2010-01-08,Norway,Premium Sticker Mart,Kaggle Tiers,2812.0
703,703,2010-01-08,Norway,Premium Sticker Mart,Kerneler,1455.0
704,704,2010-01-08,Norway,Premium Sticker Mart,Kerneler Dark Mode,1589.0
705,705,2010-01-08,Singapore,Discount Stickers,Holographic Goose,117.0
706,706,2010-01-08,Singapore,Discount Stickers,Kaggle,600.0
707,707,2010-01-08,Singapore,Discount Stickers,Kaggle Tiers,601.0
708,708,2010-01-08,Singapore,Discount Stickers,Kerneler,292.0
709,709,2010-01-08,Singapore,Discount Stickers,Kerneler Dark Mode,372.0
710,710,2010-01-08,Singapore,Stickers for Less,Holographic Goose,217.0
711,711,2010-01-08,Singapore,Stickers for Less,Kaggle,1299.0
712,712,2010-01-08,Singapore,Stickers for Less,Kaggle Tiers,1268.0
713,713,2010-01-08,Singapore,Stickers for Less,Kerneler,602.0
714,714,2010-01-08,Singapore,Stickers for Less,Kerneler Dark Mode,773.0
715,715,2010-01-08,Singapore,Premium Sticker Mart,Holographic Goose,257.0
716,716,2010-01-08,Singapore,Premium Sticker Mart,Kaggle,1610.0
717,717,2010-01-08,Singapore,Premium Sticker Mart,Kaggle Tiers,1520.0
718,718,2010-01-08,Singapore,Premium Sticker Mart,Kerneler,712.0
719,719,2010-01-08,Singapore,Premium Sticker Mart,Kerneler Dark Mode,891.0
720,720,2010-01-09,Canada,Discount Stickers,Holographic Goose,
721,721,2010-01-09,Canada,Discount Stickers,Kaggle,705.0
722,722,2010-01-09,Canada,Discount Stickers,Kaggle Tiers,604.0
723,723,2010-01-09,Canada,Discount Stickers,Kerneler,307.0
724,724,2010-01-09,Canada,Discount Stickers,Kerneler Dark Mode,365.0
725,725,2010-01-09,Canada,Stickers for Less,Holographic Goose,221.0
726,726,2010-01-09,Canada,Stickers for Less,Kaggle,1577.0
727,727,2010-01-09,Canada,Stickers for Less,Kaggle Tiers,1183.0
728,728,2010-01-09,Canada,Stickers for Less,Kerneler,612.0
729,729,2010-01-09,Canada,Stickers for Less,Kerneler Dark Mode,783.0
730,730,2010-01-09,Canada,Premium Sticker Mart,Holographic Goose,274.0
731,731,2010-01-09,Canada,Premium Sticker Mart,Kaggle,1679.0
732,732,2010-01-09,Canada,Premium Sticker Mart,Kaggle Tiers,1402.0
733,733,2010-01-09,Canada,Premium Sticker Mart,Kerneler,793.0
734,734,2010-01-09,Canada,Premium Sticker Mart,Kerneler Dark Mode,918.0
735,735,2010-01-09,Finland,Discount Stickers,Holographic Goose,126.0
736,736,2010-01-09,Finland,Discount Stickers,Kaggle,729.0
737,737,2010-01-09,Finland,Discount Stickers,Kaggle Tiers,648.0
738,738,2010-01-09,Finland,Discount Stickers,Kerneler,320.0
739,739,2010-01-09,Finland,Discount Stickers,Kerneler Dark Mode,408.0
740,740,2010-01-09,Finland,Stickers for Less,Holographic Goose,223.0
741,741,2010-01-09,Finland,Stickers for Less,Kaggle,1537.0
742,742,2010-01-09,Finland,Stickers for Less,Kaggle Tiers,1309.0
743,743,2010-01-09,Finland,Stickers for Less,Kerneler,735.0
744,744,2010-01-09,Finland,Stickers for Less,Kerneler Dark Mode,764.0
745,745,2010-01-09,Finland,Premium Sticker Mart,Holographic Goose,282.0
746,746,2010-01-09,Finland,Premium Sticker Mart,Kaggle,1756.0
747,747,2010-01-09,Finland,Premium Sticker Mart,Kaggle Tiers,1398.0
748,748,2010-01-09,Finland,Premium Sticker Mart,Kerneler,778.0
749,749,2010-01-09,Finland,Premium Sticker Mart,Kerneler Dark Mode,956.0
750,750,2010-01-09,Italy,Discount Stickers,Holographic Goose,81.0
751,751,2010-01-09,Italy,Discount Stickers,Kaggle,620.0
752,752,2010-01-09,Italy,Discount Stickers,Kaggle Tiers,460.0
753,753,2010-01-09,Italy,Discount Stickers,Kerneler,240.0
754,754,2010-01-09,Italy,Discount Stickers,Kerneler Dark Mode,313.0
755,755,2010-01-09,Italy,Stickers for Less,Holographic Goose,184.0
756,756,2010-01-09,Italy,Stickers for Less,Kaggle,1115.0
757,757,2010-01-09,Italy,Stickers for Less,Kaggle Tiers,987.0
758,758,2010-01-09,Italy,Stickers for Less,Kerneler,505.0
759,759,2010-01-09,Italy,Stickers for Less,Kerneler Dark Mode,603.0
760,760,2010-01-09,Italy,Premium Sticker Mart,Holographic Goose,208.0
761,761,2010-01-09,Italy,Premium Sticker Mart,Kaggle,1320.0
762,762,2010-01-09,Italy,Premium Sticker Mart,Kaggle Tiers,1380.0
763,763,2010-01-09,Italy,Premium Sticker Mart,Kerneler,591.0
764,764,2010-01-09,Italy,Premium Sticker Mart,Kerneler Dark Mode,730.0
765,765,2010-01-09,Kenya,Discount Stickers,Holographic Goose,
766,766,2010-01-09,Kenya,Discount Stickers,Kaggle,15.0
767,767,2010-01-09,Kenya,Discount Stickers,Kaggle Tiers,12.0
768,768,2010-01-09,Kenya,Discount Stickers,Kerneler,6.0
769,769,2010-01-09,Kenya,Discount Stickers,Kerneler Dark Mode,7.0
770,770,2010-01-09,Kenya,Stickers for Less,Holographic Goose,
771,771,2010-01-09,Kenya,Stickers for Less,Kaggle,31.0
772,772,2010-01-09,Kenya,Stickers for Less,Kaggle Tiers,24.0
773,773,2010-01-09,Kenya,Stickers for Less,Kerneler,12.0
774,774,2010-01-09,Kenya,Stickers for Less,Kerneler Dark Mode,14.0
775,775,2010-01-09,Kenya,Premium Sticker Mart,Holographic Goose,5.0
776,776,2010-01-09,Kenya,Premium Sticker Mart,Kaggle,34.0
777,777,2010-01-09,Kenya,Premium Sticker Mart,Kaggle Tiers,29.0
778,778,2010-01-09,Kenya,Premium Sticker Mart,Kerneler,14.0
779,779,2010-01-09,Kenya,Premium Sticker Mart,Kerneler Dark Mode,17.0
780,780,2010-01-09,Norway,Discount Stickers,Holographic Goose,207.0
781,781,2010-01-09,Norway,Discount Stickers,Kaggle,1415.0
782,782,2010-01-09,Norway,Discount Stickers,Kaggle Tiers,1054.0
783,783,2010-01-09,Norway,Discount Stickers,Kerneler,547.0
784,784,2010-01-09,Norway,Discount Stickers,Kerneler Dark Mode,654.0
785,785,2010-01-09,Norway,Stickers for Less,Holographic Goose,457.0
786,786,2010-01-09,Norway,Stickers for Less,Kaggle,2660.0
787,787,2010-01-09,Norway,Stickers for Less,Kaggle Tiers,2462.0
788,788,2010-01-09,Norway,Stickers for Less,Kerneler,1170.0
789,789,2010-01-09,Norway,Stickers for Less,Kerneler Dark Mode,1478.0
790,790,2010-01-09,Norway,Premium Sticker Mart,Holographic Goose,491.0
791,791,2010-01-09,Norway,Premium Sticker Mart,Kaggle,3261.0
792,792,2010-01-09,Norway,Premium Sticker Mart,Kaggle Tiers,2627.0
793,793,2010-01-09,Norway,Premium Sticker Mart,Kerneler,1282.0
794,794,2010-01-09,Norway,Premium Sticker Mart,Kerneler Dark Mode,1705.0
795,795,2010-01-09,Singapore,Discount Stickers,Holographic Goose,111.0
796,796,2010-01-09,Singapore,Discount Stickers,Kaggle,693.0
797,797,2010-01-09,Singapore,Discount Stickers,Kaggle Tiers,587.0
798,798,2010-01-09,Singapore,Discount Stickers,Kerneler,336.0
799,799,2010-01-09,Singapore,Discount Stickers,Kerneler Dark Mode,362.0
800,800,2010-01-09,Singapore,Stickers for Less,Holographic Goose,233.0
801,801,2010-01-09,Singapore,Stickers for Less,Kaggle,1345.0
802,802,2010-01-09,Singapore,Stickers for Less,Kaggle Tiers,1267.0
803,803,2010-01-09,Singapore,Stickers for Less,Kerneler,660.0
804,804,2010-01-09,Singapore,Stickers for Less,Kerneler Dark Mode,784.0
805,805,2010-01-09,Singapore,Premium Sticker Mart,Holographic Goose,277.0
806,806,2010-01-09,Singapore,Premium Sticker Mart,Kaggle,1770.0
807,807,2010-01-09,Singapore,Premium Sticker Mart,Kaggle Tiers,1455.0
808,808,2010-01-09,Singapore,Premium Sticker Mart,Kerneler,717.0
809,809,2010-01-09,Singapore,Premium Sticker Mart,Kerneler Dark Mode,940.0
810,810,2010-01-10,Canada,Discount Stickers,Holographic Goose,
811,811,2010-01-10,Canada,Discount Stickers,Kaggle,745.0
